speaker_id,is_forget_speaker,sim_real_M_ALL,sim_real_M_REMAIN,sim_real_M_UNLEARNED,wer_M_ALL,wer_M_REMAIN,wer_M_UNLEARNED
1743,False,0.7669460963080237,0.7950494807714569,0.803683326007705,1.277777777777778,0.6666666666666666,0.8055555555555556
201,False,0.7858721444236935,0.8023608329057167,0.8074933448023782,1.0555555555555556,0.5,0.75
229,False,0.7363639258422165,0.7684762250550271,0.7943962408361925,0.7222222222222222,0.7777777777777777,0.7222222222222223
233,False,0.664274838134182,0.74354355865367,0.744339315593548,0.8888888888888888,0.7222222222222222,0.6944444444444444
254,False,0.745327053405285,0.7612386512162465,0.7420575840403281,0.9444444444444444,0.8333333333333333,0.8333333333333334
27,True,0.7933129493913638,0.7969110408760962,0.797196522334652,0.7777777777777778,0.5555555555555556,0.8333333333333334
446,False,0.7727460283511243,0.7837006519215752,0.796600870350842,1.0,0.8333333333333333,0.611111111111111
911,False,0.7709701908602405,0.7995792468907361,0.8275260356493556,1.0,0.9444444444444444,0.7222222222222222
