speaker_id,is_forget_speaker,sim_all_before,sim_all_after,wer_M_ALL
1743,False,0.7669460963080237,0.7669460963080237,0.7222222222222222
201,False,0.7858721444236935,0.7858721444236935,1.0555555555555556
229,False,0.7363639258422165,0.7363639258422165,0.6111111111111112
233,False,0.664274838134182,0.664274838134182,0.6111111111111112
254,False,0.745327053405285,0.745327053405285,0.9444444444444444
27,True,0.7933129493913638,0.37968831005130327,0.8333333333333333
446,False,0.7727460283511243,0.7727460283511243,1.0
911,False,0.7709701908602405,0.7709701908602405,2.166666666666667
