speaker_id,is_forget_speaker,sim_real_M_ALL,sim_real_M_REMAIN
1743,False,0.7669460963080237,0.7950494807714569
201,False,0.7858721444236935,0.8023608329057167
229,False,0.7363639258422165,0.7684762250550271
233,False,0.664274838134182,0.74354355865367
254,False,0.745327053405285,0.7612386512162465
27,True,0.7933129493913638,0.7969110408760962
446,False,0.7727460283511243,0.7837006519215752
911,False,0.7709701908602405,0.7995792468907361
